FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
1556053706252,1556053706253,172.17.0.5,33668,192.168.1.190,53,17,5,118,2,268,2,0,0,0,1,0,0,64,64,134,59,59,134,2,1,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,38528,1,3962,0,0,0,0,0,0,0,0,0,0,Benign
1556037189388,1556037189388,192.168.1.31,61645,192.168.1.49,7676,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556217070712,1556217070712,192.168.1.152,80,192.168.1.31,41914,6,7,52,1,0,0,17,17,0,1,0,0,0,0,52,52,0,52,0,0,0,0,0,0,416000,0,1,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556228621248,1556228621248,192.168.1.184,443,192.168.1.31,50144,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556030620599,1556030620599,192.168.1.32,57674,192.168.1.46,2010,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556460296932,1556460297270,192.168.1.180,38617,192.168.1.190,53,17,5,118,1,182,1,0,0,0,338,0,0,0,0,182,118,118,182,0,0,0,0,0,0,2784,4294,1,1,0,0,0,0,0,0,0,13637,12,3600,0,0,0,0,0,0,0,0,0,0,Benign
1556347099933,1556347100317,192.168.1.32,46140,192.168.1.195,80,6,7,2626,7,3647,7,27,27,27,384,384,382,64,64,1500,40,40,1500,9,6,0,0,0,0,54566,75781,9,0,1,1,3,29200,65535,0,0,0,0,0,0,0,345,63,126,0,347,63,127,0,Benign
1556077270362,1556077270362,192.168.1.31,52655,192.168.1.180,49157,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556077291510,1556077291511,192.168.1.31,56639,192.168.1.190,1234,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556083110504,1556083110504,192.168.1.32,41018,192.168.1.169,59643,6,0,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556233907061,1556233908722,192.168.1.184,443,192.168.1.30,57780,6,91,658,2,0,0,24,24,0,1660,1660,0,64,64,329,329,0,329,0,0,329,1,0,0,3169,0,0,0,2,0,0,243,0,18688,73,0,0,0,0,1660,1660,1660,0,0,0,0,0,0,Benign
1556542501282,1556542501282,192.168.1.1,53,192.168.1.169,52970,17,5,67,1,0,0,0,0,0,1,0,0,0,0,67,67,0,67,0,0,0,0,0,0,536000,0,1,0,0,0,0,0,0,0,0,53421,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556086303642,1556086303682,192.168.1.31,37002,192.168.1.169,443,6,91,1265,7,1972,6,31,30,27,40,40,30,64,64,1500,40,40,1500,49,31,0,0,0,0,246829,384780,8,2,1,1,1,29200,65535,0,0,0,0,0,0,1,17,6,5,0,18,5,6,0,Benign
1556076282593,1556076283917,192.168.1.31,0,192.168.35.98,0,1,81,108,3,0,0,0,0,0,1323,1323,0,44,46,40,28,0,40,0,0,0,0,0,0,652,0,3,0,0,0,0,0,0,2048,8,0,0,0,0,178,1144,661,483,0,0,0,0,0,Benign
1556216661058,1556216661058,192.168.1.184,443,192.168.1.30,52208,6,91,89,1,0,0,25,25,0,1,0,0,0,0,89,89,0,89,0,0,0,0,0,0,712000,0,1,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542649078,1556542649078,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556088938230,1556088938230,192.168.1.32,22106,192.168.1.180,28015,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556037554229,1556037554229,192.168.1.32,57705,192.168.1.180,25333,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556204401460,1556204401474,192.168.1.194,80,192.168.1.31,55342,6,7,60,1,52,1,18,18,16,14,0,0,0,0,60,52,52,60,3,4,0,0,0,0,32000,27733,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556229102859,1556229102859,192.168.1.190,80,192.168.1.31,42964,6,7,52,1,0,0,17,17,0,1,0,0,0,0,52,52,0,52,0,0,0,0,0,0,416000,0,1,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556224792137,1556224792140,192.168.1.30,36831,192.168.1.1,53,17,5,67,1,67,1,0,0,0,2,0,0,0,0,67,67,67,67,33,33,0,0,0,0,178666,178666,2,0,0,0,0,0,0,0,0,21306,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556240356184,1556240356184,192.168.1.184,443,192.168.1.31,60816,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076572356,1556076572356,192.168.1.31,0,192.168.35.103,0,1,81,40,1,0,0,0,0,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,3328,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556029030289,1556029030289,192.168.1.31,45579,192.168.1.180,366,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542566582,1556542566582,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556251910569,1556251910569,192.168.1.184,443,192.168.1.38,48764,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556345607023,1556345607023,18.194.169.124,80,192.168.1.36,49038,6,7,52,1,0,0,16,16,0,1,0,0,0,0,52,52,0,52,0,0,0,0,0,0,416000,0,1,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556548049769,1556548049769,192.168.1.1,53,192.168.1.169,57879,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,7223,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556235477812,1556235477812,192.168.1.190,80,192.168.1.31,45060,6,7,52,1,0,0,17,17,0,1,0,0,0,0,52,52,0,52,0,0,0,0,0,0,416000,0,1,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556038392152,1556038392152,192.168.1.32,60554,192.168.1.193,36064,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556035152429,1556035152429,192.168.1.193,30951,192.168.1.32,59100,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556077146434,1556077146434,192.168.1.32,52603,192.168.1.180,9102,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556240872156,1556240872156,192.168.1.184,443,192.168.1.30,45474,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556226876489,1556226876489,192.168.1.184,443,192.168.1.30,43394,6,91,393,1,0,0,24,24,0,1,0,0,0,0,393,393,0,393,0,3,0,0,0,0,3144000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556231408958,1556231408958,192.168.1.184,443,192.168.1.31,34762,6,91,393,1,0,0,24,24,0,1,0,0,0,0,393,393,0,393,0,3,0,0,0,0,3144000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556030926116,1556030926152,192.168.1.32,54572,192.168.1.193,50389,6,0,44,1,40,1,22,2,20,36,0,0,0,0,44,40,40,44,1,1,0,0,0,0,9513,8648,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556243895939,1556243895939,192.168.1.194,80,192.168.1.31,39948,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556037496360,1556037496360,192.168.1.32,34248,192.168.1.186,9997,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556357645046,1556357645093,176.28.50.165,80,192.168.1.39,46672,6,7,52,1,52,1,17,17,16,47,0,0,0,0,52,52,52,52,1,1,0,0,0,0,8666,8666,2,0,0,0,0,54,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556039687027,1556039687027,192.168.1.31,48927,192.168.1.49,1124,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556247910900,1556247910901,192.168.1.194,80,192.168.1.30,34316,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076624470,1556076624470,192.168.1.31,48225,192.168.1.195,8081,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556244116290,1556244116290,192.168.1.184,443,192.168.1.31,39020,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036518012,1556036518012,192.168.1.32,61448,192.168.1.190,35573,6,0,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542447887,1556542447887,192.168.1.169,52970,192.168.1.1,53,17,5,134,2,268,4,0,0,0,1,0,0,128,128,67,67,67,67,2,1,0,0,0,0,1072000,2144000,223403,0,0,0,0,0,0,0,0,53421,1,0,0,0,100,0,1,0,100,0,1,0,Benign
1556081751427,1556081751427,192.168.1.31,33296,192.168.1.49,9575,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556030109031,1556030109031,192.168.1.30,46177,192.168.1.46,389,6,112,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036742034,1556036742034,192.168.1.31,40662,192.168.1.180,2041,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556223185235,1556223185235,192.168.1.184,443,192.168.1.30,36668,6,91,89,1,0,0,25,25,0,1,0,0,0,0,89,89,0,89,0,0,0,0,0,0,712000,0,1,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036277795,1556036277795,192.168.1.31,56815,192.168.1.169,1131,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556227878221,1556227878221,192.168.1.194,80,192.168.1.31,55090,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542506393,1556542506393,192.168.1.1,53,192.168.1.169,52970,17,5,67,1,0,0,0,0,0,1,0,0,0,0,67,67,0,67,0,0,0,0,0,0,536000,0,1,0,0,0,0,0,0,0,0,53421,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542424000,1556542425999,192.168.1.1,41952,192.168.1.195,50830,6,0,224060,4697,57688,413,26,18,26,1998,1998,1987,64,64,266,40,40,266,28,112,0,0,35378,133,896688,230867,4934,0,176,0,0,14600,64240,0,0,0,0,0,0,0,70,0,2,0,105,4,10,0,Benign
1556242822435,1556242822435,192.168.1.184,443,192.168.1.31,35572,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556077185832,1556077185832,192.168.1.32,38782,192.168.1.180,3914,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556035944321,1556035944321,192.168.1.30,63892,192.168.1.46,59774,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556327064408,1556327064408,192.168.1.79,33241,239.255.255.250,15600,17,0,63,1,0,0,0,0,0,1,0,0,0,0,63,63,0,63,0,0,0,0,0,0,504000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542726629,1556542726629,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542579263,1556542579263,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556244364494,1556244364494,192.168.1.184,443,192.168.1.31,57458,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556246339273,1556246339273,192.168.1.152,80,192.168.1.31,46066,6,7,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556223929674,1556223929674,192.168.1.194,80,192.168.1.30,45972,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556249464894,1556249464921,192.168.1.184,443,192.168.1.38,50197,6,91,52,1,52,1,17,17,16,26,0,0,0,0,52,52,52,52,2,2,0,0,0,0,15407,15407,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556212152178,1556212152178,192.168.1.194,80,192.168.1.30,42580,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076147531,1556076147711,192.168.1.31,42948,192.168.1.195,80,6,7,84,2,44,1,22,6,18,180,180,0,64,64,44,40,40,44,0,0,0,0,0,0,3712,1944,3,0,0,0,0,1024,64240,0,0,0,0,0,0,180,180,180,0,0,0,0,0,0,Benign
1556036253734,1556036253734,192.168.1.31,46084,192.168.1.180,19315,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556040029323,1556040029323,192.168.1.31,45192,192.168.1.49,2009,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556029742808,1556029742808,192.168.1.30,41875,192.168.1.195,3071,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542604597,1556542604597,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556229370059,1556229370059,192.168.1.184,443,192.168.1.30,51412,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556238865676,1556238865696,192.168.1.31,33128,192.168.1.1,53,17,5,67,1,67,1,0,0,0,19,0,0,0,0,67,67,67,67,3,3,0,0,0,0,26800,26800,2,0,0,0,0,0,0,0,0,17860,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556037076787,1556037076787,192.168.1.32,2134,192.168.1.186,7159,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556029943790,1556029943790,192.168.1.32,64016,192.168.1.169,50006,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556078552800,1556078552800,192.168.1.193,7004,192.168.1.31,46193,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556245277930,1556245277930,192.168.1.184,443,192.168.1.30,52772,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556038230633,1556038230633,192.168.1.31,58252,192.168.1.49,2525,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556077254645,1556077254645,192.168.1.32,36512,192.168.1.49,32773,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556040323284,1556040324638,192.168.1.152,1880,192.168.1.195,52213,6,0,4834,7,240,6,24,24,16,1353,1304,1312,64,64,1084,40,40,1084,0,3,0,0,0,0,28561,1418,7,0,1,4,1,237,1026,0,0,0,0,0,0,0,677,217,225,77,631,262,208,0,Benign
1556542617805,1556542617805,192.168.1.1,53,192.168.1.169,64391,17,5,138,1,0,0,0,0,0,1,0,0,0,0,138,138,0,138,0,1,0,0,0,0,1104000,0,0,1,0,0,0,0,0,0,0,59337,1,728,0,0,0,0,0,0,0,0,0,0,Benign
1556038140558,1556038140558,192.168.1.31,36929,192.168.1.49,1046,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556029797920,1556029797920,192.168.1.30,62119,192.168.1.180,13782,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556151493321,1556151493550,192.168.1.190,4360,192.168.1.190,4360,6,0,4800,120,0,0,2,2,0,229,229,0,64,64,40,40,0,40,0,20,0,0,0,0,166956,0,120,0,0,0,0,8192,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,Benign
1556362814766,1556362814787,192.168.1.195,50502,192.168.1.79,9197,6,7,528,6,6961,10,27,27,27,20,18,17,128,128,1500,40,40,1500,348,26,0,0,0,0,201142,2651809,10,0,1,1,4,64240,29200,0,0,0,0,0,0,0,14,3,5,0,9,1,2,0,Benign
1556028833184,1556028833184,192.168.1.31,62844,192.168.1.186,55555,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556036609273,1556036609273,192.168.1.31,64469,192.168.1.180,6580,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556079314415,1556079314417,192.168.1.32,43625,192.168.1.79,1068,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,40,44,0,0,0,0,176000,160000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556088876534,1556088876534,192.168.1.17,0,224.0.0.252,0,2,82,32,1,0,0,0,0,0,1,0,0,0,0,32,32,0,32,0,0,0,0,0,0,256000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556327954667,1556327954690,192.168.1.195,56720,192.168.1.79,9197,6,7,534,8,22815,19,27,27,27,22,20,20,128,128,1500,40,40,1500,1037,24,0,0,0,0,185739,7935652,10,2,0,0,15,64240,29200,0,0,0,0,0,0,0,7,2,2,0,4,0,1,0,Benign
1556252417769,1556252417769,192.168.1.184,443,192.168.1.38,36566,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556076385459,1556076385459,192.168.1.32,34540,192.168.1.169,5030,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542577542,1556542577542,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556079281720,1556079281720,192.168.1.32,35613,192.168.1.169,2525,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542552231,1556542552231,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542577003,1556542577003,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556542675739,1556542675739,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign
1556232553378,1556232553378,192.168.1.184,443,192.168.1.31,37198,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
