FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack,label
1556426365424,1556426365424,192.168.1.33,33667,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,39133,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,44791,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,40853,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,38351,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,40941,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,37973,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,44501,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365424,1556426365424,192.168.1.33,37901,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365425,1556426365425,192.168.1.33,43131,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365458,1556426365458,192.168.1.33,45581,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365459,1556426365459,192.168.1.33,34981,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365459,1556426365459,192.168.1.33,39581,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365459,1556426365459,192.168.1.33,39381,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365459,1556426365459,192.168.1.33,37623,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426365459,1556426365459,192.168.1.33,46187,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,36531,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,38351,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,37973,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,39133,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,44501,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,39581,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,46187,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,39381,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,40853,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,37901,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,44791,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,45363,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,34981,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,45581,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,37623,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,40941,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,33667,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426368752,1556426368752,192.168.1.33,43131,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375408,1556426375408,192.168.1.33,33667,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375408,1556426375408,192.168.1.33,37901,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375408,1556426375408,192.168.1.33,45363,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375408,1556426375408,192.168.1.33,45581,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375408,1556426375408,192.168.1.33,44791,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375409,1556426375409,192.168.1.33,38351,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375409,1556426375409,192.168.1.33,36531,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375409,1556426375409,192.168.1.33,40853,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375409,1556426375409,192.168.1.33,39133,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375409,1556426375409,192.168.1.33,34981,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,40941,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,46187,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,37623,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,44501,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,43131,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,37973,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,39581,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426375413,1556426375413,192.168.1.33,39381,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426380878,1556426381711,192.168.1.37,4444,192.168.1.193,49158,6,0,1344,8,0,0,24,24,0,832,832,0,64,64,168,168,0,168,0,1,1176,7,0,0,12907,0,0,8,0,0,0,459,0,38912,152,0,0,0,0,0,419,118,151,0,0,0,0,1,ransomware,Ransomware
1556426382545,1556426382545,192.168.1.37,4444,192.168.1.193,49158,6,0,336,2,0,0,24,24,0,1,0,0,64,64,168,168,0,168,0,3,168,1,0,0,2688000,0,0,2,0,0,0,459,0,43008,168,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426384206,1556426384206,192.168.1.37,4444,192.168.1.193,49158,6,0,336,2,0,0,24,24,0,1,0,0,64,64,168,168,0,168,0,3,168,1,0,0,2688000,0,0,2,0,0,0,459,0,43008,168,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426387535,1556426387535,192.168.1.37,4444,192.168.1.193,49158,6,0,336,2,0,0,24,24,0,1,0,0,64,64,168,168,0,168,0,3,168,1,0,0,2688000,0,0,2,0,0,0,459,0,43008,168,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388468,1556426388468,192.168.1.33,34981,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388468,1556426388468,192.168.1.33,45581,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388468,1556426388468,192.168.1.33,39581,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388468,1556426388468,192.168.1.33,46187,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,38351,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,39381,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,43131,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,40941,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,39133,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,37973,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,33667,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,40853,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,36531,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,44501,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388469,1556426388469,192.168.1.33,37623,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388470,1556426388470,192.168.1.33,37901,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388470,1556426388470,192.168.1.33,44791,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426388470,1556426388470,192.168.1.33,45363,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414832,1556426414833,192.168.1.33,37901,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414832,1556426414832,192.168.1.33,44791,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414832,1556426414832,192.168.1.33,45581,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414832,1556426414832,192.168.1.33,34981,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414832,1556426414832,192.168.1.33,39581,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414832,1556426414832,192.168.1.33,45363,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,37973,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,46187,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,37623,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,44501,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,40941,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,38351,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,36531,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,39133,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,33667,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,43131,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,39381,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556426414833,1556426414833,192.168.1.33,40853,192.168.1.193,445,6,10,368,2,0,0,24,24,0,1,0,0,64,64,184,184,0,184,0,3,184,1,0,0,2944000,0,0,2,0,0,0,229,0,47104,184,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
